"Year","GEO","Class of electricity producer","Type of electricity generation","UOM","VALUE","lastmonth"
2011,"British Columbia","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",1130406,9
2011,"British Columbia","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours",682297,9
2011,"British Columbia","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",51083175,9
2011,"British Columbia","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",55697,9
2011,"British Columbia","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",52951575,9
2011,"British Columbia","Electricity producers, industries","Combustion turbine","Megawatt hours",NA,9
2011,"British Columbia","Electricity producers, industries","Conventional steam turbine","Megawatt hours",3369394,9
2011,"British Columbia","Electricity producers, industries","Hydraulic turbine","Megawatt hours",9882521,9
2011,"British Columbia","Electricity producers, industries","Internal combustion turbine","Megawatt hours",NA,9
2011,"British Columbia","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",13253851,9
2011,"British Columbia","Total all classes of electricity producer","Combustion turbine","Megawatt hours",1130406,9
2011,"British Columbia","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours",4051691,9
2011,"British Columbia","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",60965696,9
2011,"British Columbia","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",57633,9
2011,"British Columbia","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",66205426,9
2011,"Canada","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",21416116,9
2011,"Canada","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours",79693967,9
2011,"Canada","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",342623135,9
2011,"Canada","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",823927,9
2011,"Canada","Electricity producers, electric utilities","Nuclear steam turbine","Megawatt hours",90034345,9
2011,"Canada","Electricity producers, electric utilities","Other types of electricity generation","Megawatt hours",NA,9
2011,"Canada","Electricity producers, electric utilities","Solar","Megawatt hours",NA,9
2011,"Canada","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours",26095,9
2011,"Canada","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",542235765,9
2011,"Canada","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",7563266,9
2011,"Canada","Electricity producers, industries","Combustion turbine","Megawatt hours",3681503,9
2011,"Canada","Electricity producers, industries","Conventional steam turbine","Megawatt hours",9080907,9
2011,"Canada","Electricity producers, industries","Hydraulic turbine","Megawatt hours",30155296,9
2011,"Canada","Electricity producers, industries","Internal combustion turbine","Megawatt hours",297341,9
2011,"Canada","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",43215047,9
2011,"Canada","Electricity producers, industries","Wind power turbine","Megawatt hours",NA,9
2011,"Canada","Total all classes of electricity producer","Combustion turbine","Megawatt hours",25097619,9
2011,"Canada","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours",88774874,9
2011,"Canada","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",372778431,9
2011,"Canada","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",1121268,9
2011,"Canada","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours",90034345,9
2011,"Canada","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours",NA,9
2011,"Canada","Total all classes of electricity producer","Solar","Megawatt hours",NA,9
2011,"Canada","Total all classes of electricity producer","Tidal power turbine","Megawatt hours",26095,9
2011,"Canada","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",585450812,9
2011,"Canada","Total all classes of electricity producer","Wind power turbine","Megawatt hours",7563266,9
2011,"Manitoba","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",NA,9
2011,"Manitoba","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours",NA,9
2011,"Manitoba","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",34206289,9
2011,"Manitoba","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",13466,9
2011,"Manitoba","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",34672839,9
2011,"Manitoba","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",383815,9
2011,"Manitoba","Electricity producers, industries","Conventional steam turbine","Megawatt hours",80903,9
2011,"Manitoba","Electricity producers, industries","Internal combustion turbine","Megawatt hours",NA,9
2011,"Manitoba","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",80903,9
2011,"Manitoba","Total all classes of electricity producer","Combustion turbine","Megawatt hours",NA,9
2011,"Manitoba","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours",127088,9
2011,"Manitoba","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",34206289,9
2011,"Manitoba","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",13466,9
2011,"Manitoba","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",34753742,9
2011,"Manitoba","Total all classes of electricity producer","Wind power turbine","Megawatt hours",383815,9
2011,"New Brunswick","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",1895177,9
2011,"New Brunswick","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours",4436876,9
2011,"New Brunswick","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",3825166,9
2011,"New Brunswick","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",-46,9
2011,"New Brunswick","Electricity producers, electric utilities","Nuclear steam turbine","Megawatt hours",-46616,9
2011,"New Brunswick","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",10695277,9
2011,"New Brunswick","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",584720,9
2011,"New Brunswick","Electricity producers, industries","Combustion turbine","Megawatt hours",NA,9
2011,"New Brunswick","Electricity producers, industries","Conventional steam turbine","Megawatt hours",547440,9
2011,"New Brunswick","Electricity producers, industries","Hydraulic turbine","Megawatt hours",NA,9
2011,"New Brunswick","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",547440,9
2011,"New Brunswick","Total all classes of electricity producer","Combustion turbine","Megawatt hours",1895177,9
2011,"New Brunswick","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours",4984316,9
2011,"New Brunswick","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",3825166,9
2011,"New Brunswick","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",-46,9
2011,"New Brunswick","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours",-46616,9
2011,"New Brunswick","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",11242717,9
2011,"New Brunswick","Total all classes of electricity producer","Wind power turbine","Megawatt hours",584720,9
2011,"Newfoundland and Labrador","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",-251,9
2011,"Newfoundland and Labrador","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours",885314,9
2011,"Newfoundland and Labrador","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",39382190,9
2011,"Newfoundland and Labrador","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",57069,9
2011,"Newfoundland and Labrador","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",40434321,9
2011,"Newfoundland and Labrador","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",109999,9
2011,"Newfoundland and Labrador","Electricity producers, industries","Combustion turbine","Megawatt hours",275913,9
2011,"Newfoundland and Labrador","Electricity producers, industries","Conventional steam turbine","Megawatt hours",NA,9
2011,"Newfoundland and Labrador","Electricity producers, industries","Hydraulic turbine","Megawatt hours",NA,9
2011,"Newfoundland and Labrador","Electricity producers, industries","Internal combustion turbine","Megawatt hours",NA,9
